name,latitude,longitude,prefecture,description,url
東浜公園,34.72135,135.320513,大阪府,東浜公園とは、兵庫県芦屋市にある公園・城跡の心霊スポットです。老爺、正体不明、少女の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3422&utm_source=mymap
葛木二上神社,34.525713,135.67802,大阪府,葛木二上神社とは、奈良県葛城市にある神社・寺の心霊スポットです。男性、少年、正体不明の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3542&utm_source=mymap
宝島池公園,34.726659,135.299603,大阪府,宝島池公園とは、兵庫県神戸市にある公園・城跡の心霊スポットです。正体不明、女性、少年の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3666&utm_source=mymap
熊取町七人連続怪死事件現場周辺,34.388642,135.364624,大阪府,熊取町七人連続怪死事件現場周辺とは、大阪府熊取町にある村・集落の心霊スポットです。少年、正体不明、少女の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3667&utm_source=mymap
旧鶴林寺(薬師山鶴林寺) ,34.675464,135.680326,大阪府,旧鶴林寺(薬師山鶴林寺) とは、奈良県生駒市にある神社・寺の心霊スポットです。男性、老婆、老爺の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3686&utm_source=mymap
盤滝トンネル,34.79012,135.296155,大阪府,盤滝トンネルとは、兵庫県西宮市にあるトンネルの心霊スポットです。女性、男性、正体不明の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3694&utm_source=mymap
いらなみさん家(跡地),34.764432,135.375809,大阪府,いらなみさん家(跡地)とは、兵庫県尼崎市にある住居の心霊スポットです。正体不明、少年、男性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3727&utm_source=mymap
畦の谷の地蔵尊(延命寺),34.352383,135.305514,大阪府,畦の谷の地蔵尊(延命寺)とは、大阪府泉南市にある神社・寺の心霊スポットです。正体不明、少女、男性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3773&utm_source=mymap
地獄池(いしたちはら公園),34.465442,135.448095,大阪府,地獄池(いしたちはら公園)とは、大阪府和泉市にある公園・城跡の心霊スポットです。少年、女性、正体不明の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3780&utm_source=mymap
ホテル飯盛山荘,34.248308,135.462321,大阪府,ホテル飯盛山荘とは、和歌山県紀の川市にあるホテル・旅館の心霊スポットです。少年、男性、女性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3789&utm_source=mymap
ホテル fairy,34.780509,135.212405,大阪府,ホテル fairyとは、兵庫県神戸市にあるホテル・旅館の心霊スポットです。少年、男性、老爺の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3845&utm_source=mymap
真田山陸軍墓地,34.672804,135.528465,大阪府,真田山陸軍墓地とは、大阪府大阪市にある墓地・慰霊碑の心霊スポットです。少年、正体不明、少女の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3853&utm_source=mymap
神戸シェリー六甲,34.780145,135.212245,大阪府,神戸シェリー六甲とは、兵庫県神戸市にあるホテル・旅館の心霊スポットです。老爺、女性、少年の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3934&utm_source=mymap
神呪寺,34.77293,135.329914,大阪府,神呪寺とは、兵庫県西宮市にある神社・寺の心霊スポットです。老爺、老婆、正体不明の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3996&utm_source=mymap
大正池,34.45393,135.529609,大阪府,大正池とは、大阪府堺市にある湖（池）・ダムの心霊スポットです。女性、正体不明、男性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=4051&utm_source=mymap
大池納骨堂,34.538498,135.575989,大阪府,大池納骨堂とは、大阪府堺市にある墓地・慰霊碑の心霊スポットです。女性、正体不明、男性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=4063&utm_source=mymap
一心寺,34.652874,135.510915,大阪府,一心寺とは、大阪府大阪市にある神社・寺の心霊スポットです。少女、女性、正体不明の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=4076&utm_source=mymap
うじの隧道,34.423349,135.553405,大阪府,うじの隧道とは、大阪府河内長野市にあるトンネルの心霊スポットです。少年、男性、正体不明の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=4086&utm_source=mymap
西大寺近隣公園(正強高校跡地),34.696773,135.783418,大阪府,西大寺近隣公園(正強高校跡地)とは、奈良県奈良市にある公園・城跡の心霊スポットです。少女、女性、少年の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=4099&utm_source=mymap
紀見峠入口の電話ボックス,34.384917,135.601391,大阪府,紀見峠入口の電話ボックスとは、大阪府河内長野市にある道・峠の心霊スポットです。正体不明、男性、少年の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=4122&utm_source=mymap
